n,i,t,a
Tift,13277,10564,0.562
Tillman,40141,136364,1.036
Tioga,42117,14558,0.128
Tippecanoe,18157,173917,0.06
Tipton,47167,28014,0.05
Todd,46121,6614295,1.348
Tolland,9013,46490,0.928
Tom Green,48451,10391,0.092
Tompkins,36109,780,0.004
Toombs,13279,4076,0.259
Towner,38095,11936,0.062
Traill,38097,1168224,0.436
Traverse,27155,1567065,0.311
Travis,48453,56449,0.381
Trego,20195,1458945,2.157
Trempealeau,55121,562215,0.478
Trigg,21221,2498,0.47
Tripp,46123,4701151,1.949
Trousdale,47169,15398,0.755
Trumbull,39155,134549,0.616
Tulare,6107,2417,0.003
Turner,46125,8043772,0.611
Tuscarawas,39157,144617,0.374
Tuscola,26157,78963,0.17
Twiggs,13289,2126,0.283
Twin Falls,16083,3969,0.035
Tyrrell,37177,4204,0.218
Ulster,36111,592,0.045
Umatilla,41059,6831,0.132
Union,5139,72387288,0.292
Uvalde,48463,18732,0.458
Valley,31175,3088284,0.524
Van Buren,5141,1718752,0.226
Van Wert,39161,44581,0.082
Vanderburgh,18163,37534,0.043
Venango,42121,33936,0.254
Vermilion,22113,88638,0.011
Vermillion,18165,74123,0.351
Vernon,55123,497961,0.167
Victoria,48469,485371,0.831
Vigo,18167,279001,0.192
Wabash,18169,365598,0.129
Wabasha,27157,147150,0.191
Wabaunsee,20197,230258,0.49
Wadena,27159,128540,0.428
Wagoner,40145,20661,1.323
Wake,37183,23952,0.666
Wallace,20199,1138790,0.396
Waller,48473,29392,0.068
Walsh,38099,173084,0.825
Walton,13297,21654,0.324
Walworth,55127,10946214,1.495
Wapello,19179,184153,0.286
Ward,48475,27618,0.294
Ware,13299,147527,1.131
Warren,51187,10369730,0.216
Warrick,18173,816230,0.792
Waseca,27161,55348,0.02
Washakie,56043,31649,0.69
Washburn,55129,566047,1.964
Washington,8121,186243520,0.488
Washtenaw,26161,117906,0.265
Watonwan,27165,105676,0.09
Waukesha,55133,81612,0.041
Waupaca,55135,1151389,0.725
Waushara,55137,423757,0.619
Wayne,54099,74227872,0.326
Weakley,47183,24137,0.105
Webster,54101,14596200,0.56
Weld,8123,3296980,1.152
Wells,38103,1585940,0.569
West Baton Rouge,22121,8296,1.346
West Carroll,22123,13786,0.027
Westmoreland,51193,359494,0.186
Wharton,48481,279702,0.371
Wheeler,48483,676096,0.128
White,5145,2763510,0.171
Whiteside,17195,76706,0.011
Whitley,21235,72056,0.105
Wichita,48485,1820290,0.7
Wicomico,24045,62915,0.126
Wilbarger,48487,16750,0.701
Wilcox,13315,7594,0.381
Wilkin,27167,97982,0.144
Will,17197,89924,0.022
Willacy,48489,121226,0.6
Williams,39171,190562,0.498
Williamsburg,51830,40610,0.037
Williamson,48491,3851667,0.409
Wilson,48493,1178476,0.726
Windham,9015,157452,1.653
Winnebago,55139,2133645,0.196
Winneshiek,19191,113734,0.173
Winona,27169,61548,0.348
Wood,55141,1626336,0.133
Woodbury,19193,5156749,1.458
Woodford,21239,92376,0.039
Woodruff,5147,25573,0.22
Woodson,20207,165572,0.767
Worcester,25027,416756,1.202
Worth,29227,760635,0.28
Wright,29229,4081194,0.489
Wyandot,39175,457787,0.397
Wyoming,56000,302828,0.425
Yalobusha,28161,309,0.014
Yankton,46135,1669958,0.466
Yazoo,28163,53295,0.251
Yellow Medicine,27173,207137,0.056
Yellowstone,30111,12616,0.816
York,51199,6161880,0.388
Yuma,8125,2116272,0.069
Ziebach,46137,91636,2.343
